Synonym,Root Canonical Name
Hyaloscypha richonis,Dematioscypha richonis var. richonis
Xenasmatella albida,Aphanobasidium albidum
Uncobasidium albidum,Aphanobasidium albidum
Phlebiella albida,Aphanobasidium albidum
Polyporus squamosus f. erectus,Polyporus squamosus
Boletus juglandis,Polyporus squamosus
Boletus cellulosus,Polyporus squamosus
Boletus squamosus,Polyporus squamosus
Boletus rangiferinus,Polyporus squamosus
Grifola platypora,Polyporus squamosus
Polyporus rostkowii,Polyporus squamosus
Cerioporus squamosus,Polyporus squamosus
Gyalolechia bracteata,Fulgensia bracteata var. alpina
Placodium fulgens var. alpinum,Fulgensia bracteata var. alpina
Russula fragilis var. nivea,Russula raoultii
Pertusaria citrinescens,Coccotrema citrinescens
Sphaeria graphis,Ophiognomonia rosae
Gnomonia graphis,Ophiognomonia rosae
Gnomonia rosae,Ophiognomonia rosae
Gnomoniella rosae,Ophiognomonia rosae
Eurotium herbariorum ser. minor,Aspergillus glaucus
Mucor glaucus,Aspergillus glaucus
Mucor herbariorum,Aspergillus glaucus
Eurotium herbariorum,Aspergillus glaucus
Eurotium minus,Aspergillus glaucus
Peltigera canina,Peltigera membranacea
Peltidea canina var. membranacea,Peltigera membranacea
Dothidea punctiformis,Phyllachora punctiformis
Sporonema punctiforme,Phyllachora punctiformis
Pseudodiplodia cf. corticis,Pseudodiplodia
Endophragmia verruculosa,Ityorhoptrum verruculosum
Lichen ulmi,Gyalecta ulmi
Patellaria rubra,Gyalecta ulmi
Lecanora rubra,Gyalecta ulmi
Gyalecta rubra,Gyalecta ulmi
Phialopsis rubra,Gyalecta ulmi
Coprinus jonesii,Coprinopsis jonesii
Coprinus funariarum,Coprinopsis jonesii
Coprinus lagopus var. sphaerosporus,Coprinopsis jonesii
Sclerotium gladioli,Stromatinia gladioli
Sclerotinia gladioli,Stromatinia gladioli
Graphis diffracta var. flexuosa,Graphis inustuloides
Graphis diffracta var. minor,Graphis inustuloides
Graphis diffracta var. radiata,Graphis inustuloides
Graphis scripta f. horizontalis,Graphis inustuloides
Graphis serpentina f. eutypa,Graphis inustuloides
Sphaeria limitata,Graphis inustuloides
Lichen scriptus,Graphis inustuloides
Verrucaria typographica,Graphis inustuloides
Opegrapha recta,Graphis inustuloides
Opegrapha pulverulenta var. fraxini,Graphis inustuloides
Lichen serpentinus,Graphis inustuloides
Opegrapha scripta,Graphis inustuloides
Graphis scripta var. limitata,Graphis inustuloides
Graphis serpentina,Graphis inustuloides
Graphis serpentina var. eutypa,Graphis inustuloides
Graphis serpentina var. spathea,Graphis inustuloides
Graphis macrocarpa,Graphis inustuloides
Graphis scripta var. cerasi,Graphis inustuloides
Graphis scripta var. pulverulenta,Graphis inustuloides
Opegrapha scripta var. abietina,Graphis inustuloides
Graphis scripta var. serpentina,Graphis inustuloides
Graphis scripta var. abietina,Graphis inustuloides
Graphis scripta var. recta,Graphis inustuloides
Graphis diffracta,Graphis inustuloides
Graphis diffracta f. minor,Graphis inustuloides
Graphis diffracta var. major,Graphis inustuloides
Graphis scripta f. divaricata,Graphis inustuloides
Graphis serpentina var. divaricata,Graphis inustuloides
Graphis serpentina var. flexuosa,Graphis inustuloides
Graphis serpentina var. horizontalis,Graphis inustuloides
Graphis serpentina var. minuta,Graphis inustuloides
Graphis serpentina var. radiata,Graphis inustuloides
Graphis serpentina var. recta,Graphis inustuloides
Graphis serpentina var. stellata,Graphis inustuloides
Graphis serpentina var. tremulans,Graphis inustuloides
Graphis serpentina var. varia,Graphis inustuloides
Graphis scripta f. recta,Graphis inustuloides
Graphis scripta f. major,Graphis inustuloides
Graphis scripta f. minor,Graphis inustuloides
Graphis scripta var. eutypa,Graphis inustuloides
Graphis scripta var. horizontalis,Graphis inustuloides
Graphis scripta var. minuta,Graphis inustuloides
Graphis scripta var. spathea,Graphis inustuloides
Graphis scripta var. stellata,Graphis inustuloides
Graphis scripta var. tremulans,Graphis inustuloides
Graphis scripta var. varia,Graphis inustuloides
Graphis scripta f. eutypa,Graphis inustuloides
Graphis scripta var. diffracta,Graphis inustuloides
Graphis scripta f. flexuosa,Graphis inustuloides
Graphis scripta f. varia,Graphis inustuloides
Graphis scripta f. radiata,Graphis inustuloides
Graphis scripta var. fraxini,Graphis inustuloides
Graphis scripta var. typographica,Graphis inustuloides
Leptosphaeria niessliana,Entodesmium niesslianum
Agaricus brunneus,Cortinarius brunneus var. brunneus
Hyphodontia gossypina,Fibrodontia gossypina
Ischnoderma cf. resinosum,Ischnoderma
Bacidina brandii,Bacidia brandii
Pichia guilliermondii,Meyerozyma guilliermondii
Barbariella tubantica,Asaphomyces tubanticus
Phoma usneae,Pseudoseptoria usneae
Cladonia coccifera var. incrassata,Cladonia incrassata
Uredo saxifragarum,Puccinia saxifragae
Caeoma saxifragarum,Puccinia saxifragae
Puccinia heucherae var. saxifragae,Puccinia saxifragae
Sphaeria rostellata,Diaporthe rostellata
Gnomonia rubi,Diaporthe rostellata
Gnomonia rostellata,Diaporthe rostellata
Collema multipartitum,Callome multipartita
Synechoblastus multipartitus,Callome multipartita
Helvella caryophyllea,Thelephora caryophyllea
Auricularia caryophyllea,Thelephora caryophyllea
Merulius caryophylleus,Thelephora caryophyllea
Stereum laciniatum,Thelephora caryophyllea
Thelephora laciniata,Thelephora caryophyllea
Craterella caryophyllea,Thelephora caryophyllea
Phylacteria caryophyllea,Thelephora caryophyllea
Cytospora grisea,Myxosporium griseum
Phoma dominici,Phomopsis dominici
Fusidium aeruginosum,Cylindrium aeruginosum
Rosellinia andurnensis var. minor,Rosellinia minor
Pseudothyridaria insitiva,Valsaria petrakii
Agaricus squamulosus,Clitocybe squamulosa
Infundibulicybe squamulosa,Clitocybe squamulosa
Diplodia cf. taxi,Diplodia
Diplodia cf. tecta,Diplodia
Diplodia cf. thujae,Diplodia
Penicillium duclauxii,Talaromyces duclauxii
Sphaeria canescens,Echinosphaeria canescens
Lasiosphaeria canescens,Echinosphaeria canescens
Leptospora canescens,Echinosphaeria canescens
Parmelia chalybaea,Caloplaca chalybaea
Placodium chalybaeum,Caloplaca chalybaea
Pyrenodesmia chalybaea,Caloplaca chalybaea
Sphaeria obliquata,Rosellinia obliquata
Amanita muscaria � formosa,Amanita muscaria var. formosa
Agaricus muscarius var. formosus,Amanita muscaria var. formosa
Amanita formosa,Amanita muscaria var. formosa
Amanita muscaria f. formosa,Amanita muscaria var. formosa
Hypholoma canoceps,Psathyrella canoceps
Penicillium terrestre,Penicillium crustosum
Pseudobalsamia,Balsamia
Xenasmatella caricis-pendulae,Phlebiella caricis-pendulae
Anthracothecium pyrenuloides,Pyrenula hibernica
Parmentaria chilensis,Pyrenula hibernica
Pyrenula chilensis,Pyrenula hibernica
Verrucaria pyrenuloides var. hibernica,Pyrenula hibernica
Polyblastia hibernica,Pyrenula hibernica
Anthracothecium hibernicum,Pyrenula hibernica
Botrydina,Lichenomphalia
Hebeloma fastibile,Hebeloma sordidum
Hebeloma mesophaeum var. crassipes,Hebeloma sordidum
Fusarium orthoceras var. pisi,Fusarium oxysporum f. pisi
Gassicurtia silacea,Coniothecium silaceum
Conoplea hispidula,Periconia hispidula
Dematium hispidulum,Periconia hispidula
Sporodum conopleoides,Periconia hispidula
Cladosporium macrocarpum,Davidiella macrocarpa
Rhabdospora cf. cercosperma,Rhabdospora
Xyloma pini,Therrya pini
Phacidium pini,Therrya pini
Coccomyces pini,Therrya pini
Therrya gallica,Therrya pini
Coccophacidium pini,Therrya pini
Morchella hortensis,Morchella vaporaria
Xyloma virgae-aureae,Puccinia virgae-aureae
Asteroma atratum,Puccinia virgae-aureae
Puccinia clandestina,Puccinia virgae-aureae
Lecidea squalescens,Toninia squalescens
Fuckelia amoena,Anthostoma amoenum
Lichen citrinellus,Arthrorhaphis citrinella
Lecidea citrinella,Arthrorhaphis citrinella
Raphiospora flavovirescens,Arthrorhaphis citrinella
Bacidia flavovirescens,Arthrorhaphis citrinella
Bacidia citrinella,Arthrorhaphis citrinella
Mycobacidia flavovirescens,Arthrorhaphis citrinella
Leptonia whiteae,Rhodophyllus whiteae
Leptoniella whiteae,Rhodophyllus whiteae
Lecanora subfusca,Lecanora chlarotera
Lecanora subfusca var. allophana,Lecanora chlarotera
Lichen subfuscus,Lecanora chlarotera
Parmelia subfusca,Lecanora chlarotera
Lecanora distincta var. chlarona,Lecanora chlarotera
Lecanora rugosa,Lecanora chlarotera
Lecanora crassula,Lecanora chlarotera
Lecanora chlarotera f. crassula,Lecanora chlarotera
Septoria castaneicola,Stromatoseptoria castaneicola
Agaricus pansa,Cortinarius arquatus
Leccinum scabrum f. molle,Leccinum scabrum
Krombholziella mollis,Leccinum scabrum
Phialea granigena,Gloeotinia granigena
Endoconidium temulentum,Gloeotinia granigena
Phialea temulenta,Gloeotinia granigena
Stromatinia temulenta,Gloeotinia granigena
Phialea mucosa,Gloeotinia granigena
Gloeotinia temulenta,Gloeotinia granigena
Ascozonus niveus,Coprotus niveus
Ramularia cf. alismatis,Ramularia
Ramularia cf. asteris,Ramularia
Ramularia cf. centaureae,Ramularia
Ramularia cf. filaris,Ramularia
Ramularia cf. lamiicola,Ramularia
Ramularia cf. nymphaearum,Ramularia
Ramularia cf. simplex,Ramularia
Ramularia cf. variabilis,Ramularia
Ramularia cf. verbasci,Ramularia
Ramularia equinosa,Ramularia
Didymaria,Ramularia
Hypochnus flavescens,Botryobasidium flavescens
Parmelia tinctina,Xanthoparmelia tinctina
Parmelia tokajensis,Xanthoparmelia tinctina
Ascobolus carneus,Iodophanus carneus
Ascobolus saccharinus,Iodophanus carneus
Peziza salmonicolor,Iodophanus carneus
Ascophanus carneus,Iodophanus carneus
Ascophanus carneus var. cuniculi,Iodophanus carneus
Ascophanus saccharinus,Iodophanus carneus
Ascophanus carneus var. saccharinus,Iodophanus carneus
Humaria salmonicolor,Iodophanus carneus
Ascophanus salmonicolor,Iodophanus carneus
Paxina costifera,Helvella costifera
Russula densifolia,Russula acrifolia
Omphalia fibula var. swartzii,Rickenella swartzii
Omphalia grisea var. swartzii,Rickenella swartzii
Rickenella setipes,Rickenella swartzii
Agaricus swartzii,Rickenella swartzii
Agaricus fibula var. swartzii,Rickenella swartzii
Agaricus setipes var. acrocyaneus,Rickenella swartzii
Omphalia swartzii,Rickenella swartzii
Omphalina fibula var. swartzii,Rickenella swartzii
Mycena swartzii,Rickenella swartzii
Omphalina swartzii,Rickenella swartzii
Metasphaeria biseptata,Buergenerula biseptata
Agaricus pustulatus,Hygrophorus pustulatus
Agaricus tephroleucus,Hygrophorus pustulatus
Hygrophorus tephroleucus,Hygrophorus pustulatus
Hygrocybe virginea f. roseipes,Hygrocybe virginea var. virginea
Hygrocybe virginea var. roseipes,Hygrocybe virginea var. virginea
Hygrophorus niveus var. roseipes,Hygrocybe virginea var. virginea
Hygrophorus roseipes,Hygrocybe virginea var. virginea
Agaricus virgineus,Hygrocybe virginea var. virginea
Agaricus subradiatus,Hygrocybe virginea var. virginea
Omphalia virginea,Hygrocybe virginea var. virginea
Hygrophorus niveus,Hygrocybe virginea var. virginea
Hygrophorus virgineus,Hygrocybe virginea var. virginea
Camarophyllus virgineus,Hygrocybe virginea var. virginea
Camarophyllus niveus,Hygrocybe virginea var. virginea
Hygrophorus virgineus var. roseipes,Hygrocybe virginea var. virginea
Hygrocybe nivea,Hygrocybe virginea var. virginea
Cuphophyllus niveus,Hygrocybe virginea var. virginea
Cuphophyllus subradiatus,Hygrocybe virginea var. virginea
Cuphophyllus niveus f. roseipes,Hygrocybe virginea var. virginea
Cuphophyllus virgineus,Hygrocybe virginea var. virginea
Sphaeria viridella,Phaeosphaeria viridella
Leptosphaeria viridella,Phaeosphaeria viridella
Calicium debile,Chaenothecopsis debilis
Lichen debilis,Chaenothecopsis debilis
Strongylium debile,Chaenothecopsis debilis
Peziza monilifera,Calycella monilifera
Bispora monilifera,Calycella monilifera
Hymenoscyphus monilifera,Calycella monilifera
Helotium moniliferum,Calycella monilifera
Nemania serpens var. effusa,Nemania effusa
Hypoxylon effusum,Nemania effusa
Hypoxylon serpens var. effusum,Nemania effusa
Nannizzia gypsea var. fulva,Nannizzia fulva
Chondrioderma fallax,Diderma fallax
Chondrioderma lyallii,Diderma fallax
Diderma lyallii,Diderma fallax
Agaricus erinaceellus,Flammulaster muricatus
Phaeomarasmius erinaceellus,Flammulaster muricatus
Flocculina erinaceella,Flammulaster muricatus
Sphaerella ranunculi,Mycosphaerella ranunculi
Sphaerella innumerella,Mycosphaerella ranunculi
Mycosphaerella innumerella,Mycosphaerella ranunculi
Cladonia laxiuscula,Cladonia ciliata var. tenuis
Cladonia rangiferina f. flavicans,Cladonia ciliata var. tenuis
Cladonia rangiferina f. tenuis,Cladonia ciliata var. tenuis
Cladina laxiuscula,Cladonia ciliata var. tenuis
Cladonia tenuis,Cladonia ciliata var. tenuis
Cladonia tenuis var. tenuis,Cladonia ciliata var. tenuis
Cladina tenuis,Cladonia ciliata var. tenuis
Cladonia ciliata f. flavicans,Cladonia ciliata var. tenuis
Ombrophila sydowiana,Rutstroemia sydowiana
Ciboria sydowiana,Rutstroemia sydowiana
Poculum sydowianum,Rutstroemia sydowiana
Cortinarius myrtillinus,Cortinarius anomalus
Agaricus anomalus,Cortinarius anomalus
Cortinarius anomalus var. anomalus,Cortinarius anomalus
Cortinarius azureus,Cortinarius anomalus
Dermocybe anomala,Cortinarius anomalus
Cortinarius lepidopus,Cortinarius anomalus
Dermocybe azurea,Cortinarius anomalus
Cortinarius anomalus var. lepidopus,Cortinarius anomalus
Cortinarius azureovelatus,Cortinarius anomalus
Cortinarius epsomiensis,Cortinarius anomalus
Cortinarius anomalus f. lepidopus,Cortinarius anomalus
Hebeloma punctatum,Pholiota mixta
Agaricus lentus,Pholiota mixta
Flammula lenta,Pholiota mixta
Dryophila lenta,Pholiota mixta
Hebeloma glutinosum,Pholiota mixta
Myxarium crystallinum,Stypella crystallina
Agaricus subluteus,Pholiota sublutea
Hansenula matritensis,Citeromyces matritensis
Dasyscyphus carneolus var. longisporus,Lachnum carneolum var. longisporum
Cylindrosporium heraclei,Ramularia heraclei
Agaricus granulosus var. rufescens,Cystolepiota adulterina
Lepiota granulosa var. rufescens,Cystolepiota adulterina
Lepiota rufescens,Cystolepiota adulterina
Diploicia cacuminum,Lepraria alpina
Lichen clausus,Petractis clausa
Lichen exanthematicus,Petractis clausa
Thelotrema exanthematicum,Petractis clausa
Gyalecta exanthematica,Petractis clausa
Lecidea exanthematica,Petractis clausa
Gyalecta exanthematica var. dolichospora,Petractis clausa
Reticularia hemisphaerica,Diderma hemisphaericum
Didymium michelii,Diderma hemisphaericum
Chondrioderma michelii,Diderma hemisphaericum
Monilia piceae,Hyphosoma piceae
Cercospora microsora,Mycosphaerella microsora
Cercospora exitiosa,Mycosphaerella microsora
Sphaeria crispata,Chaetomium crispatum
Chaetomium simile,Chaetomium crispatum
Chaetomium tortile,Chaetomium crispatum
Halophiobolus rufus,Lulworthia rufa
Peziza leuconica,Hyalopeziza leuconica
Rhizoctonia pseudocornigera,Ceratobasidium pseudocornigerum
Microsporum furfur,Malassezia furfur
Sphaeria squamarioides,Polycoccum squamarioides
Tichothecium squamarioides,Polycoccum squamarioides
Sorothelia squamarioides,Polycoccum squamarioides
Discothecium squamarioides,Polycoccum squamarioides
Placynthium subradiatum f. anemoideum,Placynthium anemoideum
Hypochnus fuscus var. radiosus,Tomentella radiosa
Tomentella fusca var. radiosa,Tomentella radiosa
Tomentella pannosa,Tomentella radiosa
Tomentella cladii,Tomentella radiosa
Amylostereum cf. areolatum,Amylostereum
Xerocarpus,Amylostereum
Pseudevernia furfuracea agg.,Pseudevernia
Eleutheromyces longispora,Rhynchonectria longispora
Eleutherosphaera longispora,Rhynchonectria longispora
Enteridium cinereum,Fuligo cinerea
Lagerbergia,Ascocalyx
Lichen subuliformis,Thamnolia vermicularis subsp. subuliformis
Thamnolia vermicularis var. subuliformis,Thamnolia vermicularis subsp. subuliformis
Thamnolia subvermicularis,Thamnolia vermicularis subsp. subuliformis
Thamnolia subuliformis,Thamnolia vermicularis subsp. subuliformis
Phoma cacti,Phomopsis cacti
Pyrenotea,Lecanactis
Cystopus,Albugo
Tremella encephala var. steidleri,Tremella steidleri
Penicillium loliense,Talaromyces loliensis
Uromyces sublaevis,Uromyces tinctoriicola
Uromyces hybernae,Uromyces tinctoriicola
Cucurbitaria cupularis,Nitschkia cupularis
Nitschkia fuckelii,Nitschkia cupularis
Briardia compta,Duebenia compta
Briardia purpurascens,Duebenia compta
Duebenia purpurascens,Duebenia compta
Sporotrichum badium,Tomentella badia
Thelephora floridana,Tomentella badia
Tomentella fimbriata,Tomentella badia
Tomentellastrum floridanum,Tomentella badia
Tomentellastrum badium,Tomentella badia
Agaricus laceratus,Clitocybula lacerata
Collybia lacerata,Clitocybula lacerata
Collybia platyphylla subsp. lacerata,Clitocybula lacerata
Fayodia lacerata,Clitocybula lacerata
Arthothelium ilicinum,Arthonia ilicina
Erineum aureum,Taphrina populina
Taphrina aurea,Taphrina populina
Exoascus aureus,Taphrina populina
Agaricus rufoalbus,Inocybe jacobi
Inocybe rufoalba,Inocybe jacobi
Inocybe petiginosa f. rufoalba,Inocybe jacobi
Torula stilbospora,Taeniolella stilbospora
Hormiscium stilbosporum,Taeniolella stilbospora
Sphaeria plowrightii,Anthostoma plowrightii
Fuckelia plowrightii,Anthostoma plowrightii
Sphaeria glaucopunctata,Phaeosphaeriopsis glaucopunctata
Sphaeria atrovirens var. rusci,Phaeosphaeriopsis glaucopunctata
Cryptosphaeria glaucopunctata,Phaeosphaeriopsis glaucopunctata
Sphaeria rusci,Phaeosphaeriopsis glaucopunctata
Sphaerella rusci,Phaeosphaeriopsis glaucopunctata
Leptosphaeria rusci,Phaeosphaeriopsis glaucopunctata
Heptameria rusci,Phaeosphaeriopsis glaucopunctata
Paraphaeosphaeria rusci,Phaeosphaeriopsis glaucopunctata
Paraphaeosphaeria glaucopunctata,Phaeosphaeriopsis glaucopunctata
Agaricus pullus,Collybia pulla
Lecidea lavata f. ferrata,Rhizocarpon lavatum
Lecidea lavata f. subdispersa,Rhizocarpon lavatum
Rhizocarpon obscuratum subsp. roridulum,Rhizocarpon lavatum
Lichen petraeus var. obscuratus,Rhizocarpon lavatum
Lecidea lavata,Rhizocarpon lavatum
Rhizocarpon petraeum var. lavatum,Rhizocarpon lavatum
Peziza flaveola,Phialina flaveola
Mollisia flaveola,Phialina flaveola
Urceolella flaveola,Phialina flaveola
Hyaloscypha flaveola,Phialina flaveola
Calycellina flaveola,Phialina flaveola
Mollisia caesiella,Pirottaea caesiella
Cladonia cervicornis var. subcervicornis,Cladonia subcervicornis
Cladonia lepidota,Cladonia subcervicornis
Cladonia rappii,Cladonia cervicornis subsp. pulvinata
Biatora hypnophila var. chlorococcum,Scoliciosporum chlorococcum
Bilimbia chlorococca,Scoliciosporum chlorococcum
Bilimbia chlorococca var. hilarior,Scoliciosporum chlorococcum
Bilimbia chlorococca var. tristrior,Scoliciosporum chlorococcum
Bacidia chlorococca,Scoliciosporum chlorococcum
Bacidia chlorococca var. tristrior,Scoliciosporum chlorococcum
Bacidia salicicola,Scoliciosporum chlorococcum
Bacidia chlorococca var. hilarior,Scoliciosporum chlorococcum
Diatrype cercidicola,Hypoxylon cercidicola
Poria albopallescens,Sistotrema albopallescens
Barlaea arvensis,Octospora arvensis
Lamprospora arvensis,Octospora arvensis
Rhodophyllus anthracinus,Entoloma anthracinum
Fusarium solani var. caeruleum,Fusarium caeruleum
Cortinarius croceus subsp. norvegicus,Cortinarius norvegicus
Fusarium cf. graminearum,Fusarium
Selenosporium,Fusarium
Sphaeria carpinea,Apiosporopsis carpinea
Laestadia carpinea,Apiosporopsis carpinea
Guignardia carpinea,Apiosporopsis carpinea
Sphaerognomonia carpinea,Apiosporopsis carpinea
Gnomoniella carpinea,Apiosporopsis carpinea
Penicillium cladosporioides,Cladosporium cladosporioides
Hormodendrum cladosporioides,Cladosporium cladosporioides
Peziza confusa,Ciliaria confusa
Sphaerospora confusa,Ciliaria confusa
Lachnea confusa,Ciliaria confusa
Margarinomyces hoffmannii,Coniochaeta hoffmannii
Phialophora hoffmannii,Coniochaeta hoffmannii
Lecythophora hoffmannii,Coniochaeta hoffmannii
Thelebolus zukalii,Trichobolus zukalii
Gyalecta wahlenbergiana var. truncigena,Gyalecta truncigena
Lecidea truncigena,Gyalecta truncigena
Agaricus macilentus,Collybia macilenta
Cantharellus lutescens,Cantharellus aurora
Merulius xanthopus,Cantharellus aurora
Cantharellus xanthopus,Cantharellus aurora
Penicillium kapuscinskii,Penicillium canescens
Verrucaria clopima,Staurothele fissa
Catillaria apatetica,Arthonia apatetica
Leccinum aurantiacum var. decipiens,Leccinum decipiens
Ryparobius albidus,Coprotus albidus
Ryparobius tenacellus,Coprotus albidus
Sphaeria dissepta,Quaternaria dissepta
Valsa dissepta,Quaternaria dissepta
Eutypa dissepta,Quaternaria dissepta
Libertella dissepta,Quaternaria dissepta
Eutypella dissepta,Quaternaria dissepta
Patellaria nigerrima,Dactylospora stygia
Patellaria stygia,Dactylospora stygia
Karschia nigerrima,Dactylospora stygia
Karschia stygia,Dactylospora stygia
Buellia stygia,Dactylospora stygia
Dactylospora stygia var. stygia,Dactylospora stygia
Hydnum melaleucum,Phellodon melaleucus
Hydnum leptopus var. graveolens,Phellodon melaleucus
Hydnum graveolens,Phellodon melaleucus
Phellodon graveolens,Phellodon melaleucus
Hydnum albonigrum,Phellodon melaleucus
Phellodon alboniger,Phellodon melaleucus
Sphaeria succenturiata,Nummularia succenturiata
Hypoxylon succenturiatum,Nummularia succenturiata
Pertusaria pustulata,Pertusaria leioplaca
Pertusaria leucostoma,Pertusaria leioplaca
Pertusaria alpina,Pertusaria leioplaca
Acladium conspersum,Botryobasidium conspersum
Sporotrichum conspersum,Botryobasidium conspersum
Oidium conspersum,Botryobasidium conspersum
Haplotrichum conspersum,Botryobasidium conspersum
Collema glomerulosum,Atichia glomerulosa
Sphaeria hyphenis,Didymella hyphenis
Pezizella albidorosea,Albotricha albidorosea
Lachnum albidoroseum,Albotricha albidorosea
Dasyscyphus albidoroseus,Albotricha albidorosea
Cylindrosporium capsellae,Pseudocercosporella capsellae
Corynetes atropurpureus,Geoglossum atropurpureum
Clavaria atropurpurea,Geoglossum atropurpureum
Microglossum atropurpureum,Geoglossum atropurpureum
Thuemenidium atropurpureum,Geoglossum atropurpureum
Corynetes robustus,Geoglossum atropurpureum
Microglossum robustum,Geoglossum atropurpureum
Sphaerotheca polemonii,Podosphaera polemonii
Gloeosporium caulivorum,Kabatiella caulivora
Aureobasidium caulivorum,Kabatiella caulivora
Gnomonia alni-viridis,Ophiognomonia alni-viridis
Uredo sagittariae,Doassansia sagittariae
Physoderma sagittariae,Doassansia sagittariae
Protomyces sagittariae,Doassansia sagittariae
Aecidium incarceratum,Doassansia sagittariae
Russula mariae,Russula violeipes
Russula punctata,Russula violeipes
Lycoperdon corollinum,Geastrum corollinum
Lycoperdon recolligens,Geastrum corollinum
Geastrum recolligens,Geastrum corollinum
Geastrum mammosum,Geastrum corollinum
Agaricus festivus,Phaeocollybia festiva
Naucoria festiva,Phaeocollybia festiva
Boletus brownii,Flaviporus brownii
Polyporus brownii,Flaviporus brownii
Polyporus rufoflavus,Flaviporus brownii
Polyporus braunii,Flaviporus brownii
Flaviporus rufoflavus,Flaviporus brownii
Leptoporus rufoflavus,Flaviporus brownii
Conocybe sordescens,Conocybe juniana var. sordescens
Monilia fructigena,Monilinia fructigena
Sclerotinia fructigena,Monilinia fructigena
Stromatinia fructigena,Monilinia fructigena
Lecanora expallens var. conizaea,Lecanora expallens
Hyaloscypha dryopteridis,Hamatocanthoscypha dryopteridis
Hamatocanthoscypha laricionis var. dryopteridis,Hamatocanthoscypha dryopteridis
Plicaturopsis,Plicatura
Agaricus sideroides,Galerina sideroides
Naucoria sideroides,Galerina sideroides
Galera sideroides,Galerina sideroides
Lactarius mairei var. zonatus,Lactarius mairei
Lactarius zonatus,Lactarius mairei
Lactarius pearsonii,Lactarius mairei
Lactarius mairei f. zonatus,Lactarius mairei
Stropharia versicolor,Armillaria mellea var. versicolor
Agaricus magnificus,Amanita magnifica
Tricholoma squarrulosum,Tricholoma atrosquamosum var. squarrulosum
Lecidea aenea,Lecidea grisella
Lecidea fumosa var. deusta,Lecidea grisella
Lichen fuscoater,Lecidea grisella
Verrucaria fumosa,Lecidea grisella
Lecidea cechumena,Lecidea grisella
Lecidea fumosa,Lecidea grisella
Lecidea fuscoatra var. fuscoatra,Lecidea grisella
Lecidea fumosa var. mosigii,Lecidea grisella
Lecidea fuscoatra var. grisella,Lecidea grisella
Lecidea fuscoatra f. mosigii,Lecidea grisella
Lecidea livescens,Lecidea grisella
Lecidea prostratula,Lecidea grisella
Psora prostratula,Lecidea grisella
Biatora livescens,Lecidea grisella
Uredo tragopogonis � scorzonerae,Microbotryum scorzonerae
Lasiobelonium mollissimum,Belonidium mollissimum
Peziza sulphurea var. leucophaea,Belonidium mollissimum
Peziza mollissima,Belonidium mollissimum
Lachnum mollissimum,Belonidium mollissimum
Trichopeziza mollissima,Belonidium mollissimum
Trichopeziza leucophaea,Belonidium mollissimum
Lachnella mollissima,Belonidium mollissimum
Lachnella sulphurea var. leucophaea,Belonidium mollissimum
Dasyscyphus leucophaeus,Belonidium mollissimum
Lachnella leucophaea,Belonidium mollissimum
Dyslachnum mollissimum,Belonidium mollissimum
Dasyscyphus mollissimus,Belonidium mollissimum
Bresadolella,Neorehmia
Sphaeria thelebola,Pseudovalsella thelebola
Melanconium apiocarpum,Melanconis alni
Melanconium sphaeroideum,Melanconis alni
Zythia fragariae,Gnomonia comari
Gnomonia herbicola,Gnomonia comari
Gnomonia fragariae,Gnomonia comari
Gnomonia fragariae f.sp. fructicola,Gnomonia comari
Gnomonia fructicola,Gnomonia comari
Volutellaria laurina,Wiesneriomyces laurinus
Wiesneriomyces javanicus,Wiesneriomyces laurinus
Limacium pudorinum,Hygrophorus poetarum
Pezizella acerina,Mollisina acerina
Crepidotus ragazzianus,Pleuroflammula ragazziana
Crepidotus hibernianus,Pleuroflammula ragazziana
Pleuroflammula hibernianus,Pleuroflammula ragazziana
Arthonia moriformis,Strangospora moriformis
Biatorella moriformis,Strangospora moriformis
Lepiota bulbillosa,Lepiota clypeolarioides
Sphaeria lata,Eutypa lata
Valsa lata,Eutypa lata
Valsa rhodi,Eutypa lata
Eutypa rhodi,Eutypa lata
Libertella blepharis,Eutypa lata
Corticium tenuiculum,Trechispora tenuicula
Buellia scabrosa,Epilichen scabrosus
Karschia scabrosa,Epilichen scabrosus
Flammulaster erinaceellus,Flammulaster muricatus
Agaricus muricatus,Flammulaster muricatus
Pholiota muricata,Flammulaster muricatus
Dryophila muricata,Flammulaster muricatus
Phaeomarasmius muricatus,Flammulaster muricatus
Naucoria muricata,Flammulaster muricatus
Flocculina muricata,Flammulaster muricatus
Flammulaster denticulatus,Flammulaster muricatus
Myceliophthora inflata,Phialemonium inflatum
Paecilomyces flavescens,Phialemonium inflatum
Paecilomyces inflatus,Phialemonium inflatum
Taifanglania inflata,Phialemonium inflatum
Physarum nutans var. robustum,Physarum robustum
Stictis hysterioides,Phragmonaevia hysterioides
Hysteropezizella hysterioides,Phragmonaevia hysterioides
Cornicularia divergens,Coelocaulon divergens
Alectoria divergens,Coelocaulon divergens
Bryocaulon divergens,Coelocaulon divergens
Hydrogera,Pilobolus
Sacidium,Pilobolus
Parmelia velata,Varicellaria velata
Variolaria velata,Varicellaria velata
Agaricus lineatus,Mycena arcangeliana
Mycena lineata var. expallens,Mycena arcangeliana
Agaricus ionides,Rugosomyces ionides
Tricholoma ionides,Rugosomyces ionides
Lyophyllum ionides,Rugosomyces ionides
